,show_image:,show_title:,show_year:,show_rating:
82,"https://m.media-amazon.com/images/M/MV5BMTdmZjBjZjQtY2JiNS00Y2ZlLTg2NzgtMjUzMGY2OTVmOWJiXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UY67_CR0,0,45,67_AL_.jpg",Ted Lasso,Ted Lasso,8.7
83,"https://m.media-amazon.com/images/M/MV5BOTk2NzUyOTctZDdlMS00MDJlLTgzNTEtNzQzYjFhNjA0YjBjXkEyXkFqcGdeQXVyMjg1NDcxNDE@._V1_UY67_CR0,0,45,67_AL_.jpg",Dark,Dark,8.7
84,"https://m.media-amazon.com/images/M/MV5BMjUxMzE4ZDctODNjMS00MzIwLThjNDktODkwYjc5YWU0MDc0XkEyXkFqcGdeQXVyNjc3OTE4Nzk@._V1_UX45_CR0,0,45,67_AL_.jpg",Steins;Gate,Steins;Gate,8.7
85,"https://m.media-amazon.com/images/M/MV5BOTEyNDJhMDAtY2U5ZS00OTMzLTkwODktMjU3MjFkZWVlMGYyXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_UY67_CR4,0,45,67_AL_.jpg",The Boys,The Boys,8.7
86,"https://m.media-amazon.com/images/M/MV5BN2QwZmNhZjctZDZkMi00Mjk2LTg4OWMtNGEzMjk1ZWIwN2IzXkEyXkFqcGdeQXVyNDY4NjAxNTc@._V1_UY67_CR0,0,45,67_AL_.jpg",Gullak,Gullak,8.7
87,"https://m.media-amazon.com/images/M/MV5BMjA4MzU5NzQxNV5BMl5BanBnXkFtZTgwOTg3MDA5NzM@._V1_UY67_CR0,0,45,67_AL_.jpg",Fleabag,Fleabag,8.7
88,"https://m.media-amazon.com/images/M/MV5BNTFlYTE2YTItZmQ1NS00ZWQ5LWI3OGUtYTQzNDMyZmEyYTZjXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_UY67_CR0,0,45,67_AL_.jpg",Arrested Development,Arrested Development,8.7
89,"https://m.media-amazon.com/images/M/MV5BYjFkMTlkYWUtZWFhNy00M2FmLThiOTYtYTRiYjVlZWYxNmJkXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX45_CR0,0,45,67_AL_.jpg",The Simpsons,The Simpsons,8.7
90,"https://m.media-amazon.com/images/M/MV5BZjJlNzE5YzEtYzQwYS00NTBjLTk5YzAtYzUwOWQyM2E3OGI2XkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_UX45_CR0,0,45,67_AL_.jpg",One Punch Man: Wanpanman,One Punch Man: Wanpanman,8.6
91,"https://m.media-amazon.com/images/M/MV5BMTcwNzQwODI5NV5BMl5BanBnXkFtZTcwNzQxMjI5MQ@@._V1_UX45_CR0,0,45,67_AL_.jpg",The Shield,The Shield,8.6
92,"https://m.media-amazon.com/images/M/MV5BZDkxODJmNDktZDcxMy00MGJkLWI3NzEtNzVkYTdkZWI0ZmVkXkEyXkFqcGdeQXVyNDY4NjAxNTc@._V1_UY67_CR1,0,45,67_AL_.jpg",Panchayat,Panchayat,8.6
93,"https://m.media-amazon.com/images/M/MV5BZjBjMjk4YWQtZjY1MC00NTI5LWEwZDMtYWMyYjk2MjkzMThhXkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_UY67_CR0,0,45,67_AL_.jpg",Battlestar Galactica,Battlestar Galactica,8.6
94,"https://m.media-amazon.com/images/M/MV5BMDA4NjQzN2ItZDhhNC00ZjVlLWFjNTgtMTEyNDQyOGNjMDE1XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY67_CR0,0,45,67_AL_.jpg",House M.D.,House M.D.,8.6
95,"https://m.media-amazon.com/images/M/MV5BNzQwODI4Y2YtNjFmNC00NTExLWE0NzYtMTUzNjA0YzBhY2YyXkEyXkFqcGdeQXVyMTMxMTYzNDkz._V1_UY67_CR1,0,45,67_AL_.jpg",Vinland Saga,Vinland Saga,8.6
96,"https://m.media-amazon.com/images/M/MV5BY2U1NmIwYzgtNjFkOS00YWUxLTg0YTMtZmE5NTA3YjRmY2NlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY67_CR1,0,45,67_AL_.jpg",Downton Abbey,Downton Abbey,8.6
97,"https://m.media-amazon.com/images/M/MV5BMjkwZjcwMGQtNDAzOC00YjJiLThiYTgtNWU3ZjRiZmY2YzEzXkEyXkFqcGdeQXVyMTMzNDExODE5._V1_UX45_CR0,0,45,67_AL_.jpg",Severance,Severance,8.6
98,"https://m.media-amazon.com/images/M/MV5BMmE1ODVhMGYtODYyYS00Mjc4LWIzN2EtYWZkZDg1MTUyNDkxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY67_CR0,0,45,67_AL_.jpg",Invincible,Invincible,8.6
99,"https://m.media-amazon.com/images/M/MV5BMDZkYmVhNjMtNWU4MC00MDQxLWE3MjYtZGMzZWI1ZjhlOWJmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY67_CR4,0,45,67_AL_.jpg",Stranger Things,Stranger Things,8.6
100,"https://m.media-amazon.com/images/M/MV5BN2M5YWFjN2YtYzU2YS00NzBlLTgwZWUtYWQzNWFhNDkyYjg3XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UY67_CR0,0,45,67_AL_.jpg",The Mandalorian,The Mandalorian,8.6
101,"https://m.media-amazon.com/images/M/MV5BNTgxNDZlODQtNDcwOC00NWQ5LTljNWMtMDhjY2U5YTUzMTc4XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UX45_CR0,0,45,67_AL_.jpg",Mad Men,Mad Men,8.6
102,"https://m.media-amazon.com/images/M/MV5BZjYwMWJhOWMtZTc5ZC00MGY0LTg0ZjktMzFhODhhZGZhNDRjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX45_CR0,0,45,67_AL_.jpg",Peep Show,Peep Show,8.6
103,"https://m.media-amazon.com/images/M/MV5BNjYxNzBhMmQtZjM4Yy00MGZiLWFmNDAtYmVkZGM0MWNlMTU3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY67_CR0,0,45,67_AL_.jpg",Sarabhai V/S Sarabhai,Sarabhai V/S Sarabhai,8.6
104,"https://m.media-amazon.com/images/M/MV5BOWFhYjE4NzMtOWJmZi00NzEyLTg5NTctYmIxMTU1ZDIxMDAyXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_UY67_CR1,0,45,67_AL_.jpg",Star Trek: The Next Generation,Star Trek: The Next Generation,8.6
105,"https://m.media-amazon.com/images/M/MV5BOTU0ODg2ODMtZDQ0OS00N2MzLWIwYWUtZDQ2N2E2ZTZiNzI1XkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UY67_CR1,0,45,67_AL_.jpg",The Adventures of Sherlock Holmes,The Adventures of Sherlock Holmes,8.6
106,"https://m.media-amazon.com/images/M/MV5BZWIzNzQ3ZDctODYxYi00YjUwLTg1MDgtMDg4Mzc0NWM4ZGY0XkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_UY67_CR2,0,45,67_AL_.jpg",Kenpuu Denki Berserk,Kenpuu Denki Berserk,8.6
107,"https://m.media-amazon.com/images/M/MV5BYTkxZDVhZGItZjM3Yi00YTU1LTk2ZDYtYTI4NTg2Mjc0NWY1XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY67_CR2,0,45,67_AL_.jpg",Friday Night Lights,Friday Night Lights,8.6
108,"https://m.media-amazon.com/images/M/MV5BYjkyOWIyZGYtYzU3ZS00NWM2LThjZGEtMDZjZjg2MTI2NzBhXkEyXkFqcGdeQXVyNjI4OTg2Njg@._V1_UX45_CR0,0,45,67_AL_.jpg",The Grand Tour,The Grand Tour,8.6
109,"https://m.media-amazon.com/images/M/MV5BOWFjODRhMDktMTE3My00ODQzLThmODctYmM2ZmU5YmY0ZGVkXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_UX45_CR0,0,45,67_AL_.jpg",The Marvelous Mrs. Maisel,The Marvelous Mrs. Maisel,8.6
110,"https://m.media-amazon.com/images/M/MV5BNmM4ODU1MzItODYyYi00Y2U0LWFjZjItYTRhZWIwOGMyZTRhXkEyXkFqcGdeQXVyNjc2NTQ4Nzk@._V1_UY67_CR1,0,45,67_AL_.jpg",House of Cards,House of Cards,8.6
111,"https://m.media-amazon.com/images/M/MV5BYzkwZDgwZmQtOWE4Yy00ZjgyLTgxZTYtZTRiMTg5MWY4NTFiXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY67_CR1,0,45,67_AL_.jpg",Top Gear,Top Gear,8.6
112,"https://m.media-amazon.com/images/M/MV5BMjJlNjJkNmItNzMyYi00Y2IyLWIwMGQtODllNWI1YjRjNDk2XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_UX45_CR0,0,45,67_AL_.jpg",Justice League Unlimited,Justice League Unlimited,8.6
113,"https://m.media-amazon.com/images/M/MV5BNDZkZDdkMjYtMGI3Yi00MmVkLTkzZjQtMGI0NGViNzIzNjhjXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UY67_CR0,0,45,67_AL_.jpg",1883,1883,8.6
114,"https://m.media-amazon.com/images/M/MV5BZjc0ZDA5OTItYzhjNi00ZTJjLTg4OTYtZjk3NzBhODRlMTViXkEyXkFqcGdeQXVyMjc5OTMxMzQ@._V1_UY67_CR1,0,45,67_AL_.jpg",The Thick of It,The Thick of It,8.6
115,"https://m.media-amazon.com/images/M/MV5BMTExZDZjNTMtNDVmNy00ZTk2LWFiMzUtZDlkZGRlOGU0ZWRmXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_UY67_CR1,0,45,67_AL_.jpg",Line of Duty,Line of Duty,8.6
116,"https://m.media-amazon.com/images/M/MV5BODFmYTUwYzMtM2M2My00NGExLWIzMDctYmRjNTNhZDc4MGI2XkEyXkFqcGdeQXVyMTMzNDExODE5._V1_UY67_CR1,0,45,67_AL_.jpg",Bleach: Sennen Kessen-hen,Bleach: Sennen Kessen-hen,8.6
117,"https://m.media-amazon.com/images/M/MV5BMGE1MTlmNmYtMTg4Zi00NWRmLWIxMzktMTViNjRmYTQ5NDI2XkEyXkFqcGdeQXVyODAzNzAwOTU@._V1_UY67_CR1,0,45,67_AL_.jpg",Mahabharat,Mahabharat,8.6
118,"https://m.media-amazon.com/images/M/MV5BZTEyNjBjYmYtYWYxYi00MmQyLThlYmItY2I4NzM1Mjg1MWYxXkEyXkFqcGdeQXVyMTU3ODI3MTk2._V1_UY67_CR0,0,45,67_AL_.jpg",The Crown,The Crown,8.6
119,"https://m.media-amazon.com/images/M/MV5BNWRkMjA0NjItMmViYS00MDQyLTgyMWYtOWFmOTA4NmU5MjRjXkEyXkFqcGdeQXVyNDY4NjAxNTc@._V1_UY67_CR1,0,45,67_AL_.jpg",Aspirants,Aspirants,8.6
120,"https://m.media-amazon.com/images/M/MV5BZDZjY2I5ZjEtZGE2MS00ZjRmLTlmMGEtMDQ5ZmZhZWJjYzk3XkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_UY67_CR1,0,45,67_AL_.jpg",Behzat Ç.: Bir Ankara Polisiyesi,Behzat Ç.: Bir Ankara Polisiyesi,8.6
121,"https://m.media-amazon.com/images/M/MV5BNWNmNDEwY2YtNmUzZi00YjEzLWFkZDQtZjhiN2M1YmVkYmFjXkEyXkFqcGdeQXVyNjc4NTExMTk@._V1_UY67_CR0,0,45,67_AL_.jpg",Father Ted,Father Ted,8.6
122,"https://m.media-amazon.com/images/M/MV5BNDJhMjUzMDYtNzc4MS00Nzk2LTkyMGQtN2M5NTczYTZmYmY5XkEyXkFqcGdeQXVyMzU3MTc5OTE@._V1_UY67_CR0,0,45,67_AL_.jpg",Deadwood,Deadwood,8.6
123,"https://m.media-amazon.com/images/M/MV5BNzYxYWY3YzctZjRiNS00MTViLTk5OTYtZDEyNzAwNGE5ODY0XkEyXkFqcGdeQXVyODUxOTU0OTg@._V1_UY67_CR0,0,45,67_AL_.jpg",This Is Us,This Is Us,8.6
124,"https://m.media-amazon.com/images/M/MV5BYWNkOTg0OTMtZTcyNy00MWU1LWJhZDQtYjQzMjU1NjBhYzI2XkEyXkFqcGdeQXVyOTE4NzcwNzI@._V1_UY67_CR0,0,45,67_AL_.jpg",Parks and Recreation,Parks and Recreation,8.6
125,"https://m.media-amazon.com/images/M/MV5BZDA0MmM4YzUtMzYwZC00OGI2LWE0ODctNzNhNTkwN2FmNTVhXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY67_CR0,0,45,67_AL_.jpg",The X Files,The X Files,8.6
126,"https://m.media-amazon.com/images/M/MV5BZjkzMmU5MjMtODllZS00OTA5LTk2ZTEtNjdhYjZhMDA5ZTRhXkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_UY67_CR2,0,45,67_AL_.jpg",Dexter,Dexter,8.6
127,"https://m.media-amazon.com/images/M/MV5BZGU1MzRhNmMtNDExOS00NTk2LWJlYzMtMzc4YWYyN2Q3M2ZmXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_UY67_CR4,0,45,67_AL_.jpg",Atlanta,Atlanta,8.6
128,"https://m.media-amazon.com/images/M/MV5BZGFiMWFhNDAtMzUyZS00NmQ2LTljNDYtMmZjNTc5MDUxMzViXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_UY67_CR1,0,45,67_AL_.jpg",Naruto: Shippûden,Naruto: Shippûden,8.6
129,"https://m.media-amazon.com/images/M/MV5BMjI0OTc3MzY5Ml5BMl5BanBnXkFtZTgwNjk3MDUyNDE@._V1_UY67_CR0,0,45,67_AL_.jpg",The Jinx: The Life and Deaths of Robert Durst,The Jinx: The Life and Deaths of Robert Durst,8.6
130,"https://m.media-amazon.com/images/M/MV5BYjk3Y2U3NjEtMjNhYi00YTZmLWEzOTgtZWI4N2Y4NzlmNWExXkEyXkFqcGdeQXVyODk2MzQ0OTc@._V1_UY67_CR2,0,45,67_AL_.jpg",Primal,Primal,8.6
131,"https://m.media-amazon.com/images/M/MV5BYzZjY2MzYTAtMmQxMi00MWVjLTlkZGQtYjJmNWVhODY3YjdjXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_UY67_CR1,0,45,67_AL_.jpg",Code Geass: Hangyaku no Lelouch,Code Geass: Hangyaku no Lelouch,8.6
132,"https://m.media-amazon.com/images/M/MV5BMjQ3MDAzNDU4NV5BMl5BanBnXkFtZTgwNjE2NDQ0NzE@._V1_UY67_CR1,0,45,67_AL_.jpg",Bron/Broen,Bron/Broen,8.6
133,"https://m.media-amazon.com/images/M/MV5BMTI4NDc1NDg0N15BMl5BanBnXkFtZTYwNjk0MTc5._V1_UY67_CR1,0,45,67_AL_.jpg",Blackadder II,Blackadder II,8.6
134,"https://m.media-amazon.com/images/M/MV5BYjNjZDliYmItZDE0NC00ZGY3LTk0ZDEtZGI5MjAxZjQwMDE4XkEyXkFqcGdeQXVyMjM5NzU3OTM@._V1_UY67_CR3,0,45,67_AL_.jpg",Critical Role,Critical Role,8.6
135,"https://m.media-amazon.com/images/M/MV5BYjJhMjcwNjAtODc0ZC00Yjg5LWExYzEtMzc5OWJhNjI1NTQ4XkEyXkFqcGdeQXVyNTA3MTU2MjE@._V1_UX45_CR0,0,45,67_AL_.jpg",Daredevil,Daredevil,8.6
136,"https://m.media-amazon.com/images/M/MV5BM2ZkYTAwMGMtOGEwOS00MzBjLTgxOGYtZTYwY2E1ZjMyZmY4XkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_UX45_CR0,0,45,67_AL_.jpg",Monster,Monster,8.6
137,"https://m.media-amazon.com/images/M/MV5BZWIyNGI1N2YtNzRlZS00NTFjLTk5MzMtZjQ5MTUwMTljZDZkXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY67_CR0,0,45,67_AL_.jpg",It's a Sin,It's a Sin,8.6
138,"https://m.media-amazon.com/images/M/MV5BODFjYWEyOTktMTU3OC00YTBhLWE4ZmEtNTJiYWUzYTYwMjIzXkEyXkFqcGdeQXVyNjU1NDgwMDg@._V1_UY67_CR1,0,45,67_AL_.jpg",Ramayan,Ramayan,8.6
139,"https://m.media-amazon.com/images/M/MV5BMmJmYTg0MDEtN2VjMC00YmUxLWFhNmMtZTBiYjQ2ZGQ5ZWMyXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_UY67_CR0,0,45,67_AL_.jpg",Lonesome Dove,Lonesome Dove,8.6
140,"https://m.media-amazon.com/images/M/MV5BYTIxNjk3YjItYmYzMC00ZTdmLTk0NGUtZmNlZTA0NWFkZDMwXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_UX45_CR0,0,45,67_AL_.jpg",Kimetsu no Yaiba,Kimetsu no Yaiba,8.6
141,"https://m.media-amazon.com/images/M/MV5BMGFkNGY4NGMtZjY0NC00YTI0LThiZjMtMjBmZGMzOGU3YTdmXkEyXkFqcGdeQXVyMTM0NTUzNDIy._V1_UX45_CR0,0,45,67_AL_.jpg",Adventure Time,Adventure Time,8.6
142,"https://m.media-amazon.com/images/M/MV5BMTg3NTMwMzY2OF5BMl5BanBnXkFtZTgwMDcxMjQ0NDE@._V1_UX45_CR0,0,45,67_AL_.jpg",Archer,Archer,8.6
143,"https://m.media-amazon.com/images/M/MV5BZWMxMjBiZmUtMjM1Yi00ODk4LWE4MjctNmFlYzIzNmE4MmU4XkEyXkFqcGdeQXVyNzEyNTM4MTU@._V1_UY67_CR1,0,45,67_AL_.jpg",Yeh Meri Family,Yeh Meri Family,8.5
144,"https://m.media-amazon.com/images/M/MV5BNWNmYzQ1ZWUtYTQ3ZS00Y2UwLTlkMDctZThlOTJkMGJiNzBiXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_UY67_CR0,0,45,67_AL_.jpg",Mindhunter,Mindhunter,8.5
145,"https://m.media-amazon.com/images/M/MV5BMjM1OTc0MjMtZjFmOS00ZmQ0LTk1ZWItM2U1YTc5ODZjZjI3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY67_CR0,0,45,67_AL_.jpg",The Return of Sherlock Holmes,The Return of Sherlock Holmes,8.5
146,"https://m.media-amazon.com/images/M/MV5BMTgzNmNjZGQtMjM3ZC00Y2Y2LTlkZGItM2EwNTM2MmUyMDExXkEyXkFqcGdeQXVyMTMxNjUyMDkx._V1_UY67_CR0,0,45,67_AL_.jpg",Gomorra: La serie,Gomorra: La serie,8.5
147,"https://m.media-amazon.com/images/M/MV5BMGViZTgzNjEtZWQ3My00YjJkLTk2OGUtZDQ1ODg2ZGEyNzhhXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY67_CR1,0,45,67_AL_.jpg",Blackadder the Third,Blackadder the Third,8.5
148,"https://m.media-amazon.com/images/M/MV5BNTA0OGRiYTMtMjliYS00ZjZkLWI2ODEtMWI5ZmM5OTBjYmNlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY67_CR1,0,45,67_AL_.jpg",Mystery Science Theater 3000,Mystery Science Theater 3000,8.5
149,"https://m.media-amazon.com/images/M/MV5BMzU1YWU3ZWItYTA4Yy00M2Q0LTkzZTQtYzFmNzVlZTg1ZTQwXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_UY67_CR0,0,45,67_AL_.jpg",The Offer,The Offer,8.5
150,"https://m.media-amazon.com/images/M/MV5BMTAwYzE4NzItY2Q3Zi00NjRmLWE5ZTAtMDM5OWIyMmQ3MTFlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY67_CR0,0,45,67_AL_.jpg",Young Justice,Young Justice,8.5
151,"https://m.media-amazon.com/images/M/MV5BOGFiZjU5NGEtNTAwNS00ZjI2LTg0YTktNjg0ODFlM2E0NGVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX45_CR0,0,45,67_AL_.jpg",Yellowstone,Yellowstone,8.5
152,"https://m.media-amazon.com/images/M/MV5BNjkyNDI2MTgtN2Y3NS00M2RjLWJhNDMtMmNmZmUwMDQwZTE1XkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_UX45_CR0,0,45,67_AL_.jpg",Haikyuu!!,Haikyuu!!,8.5
153,"https://m.media-amazon.com/images/M/MV5BMGNhODY0ZjktYjY2ZS00MGNkLTg2ZTUtMGEwNGRlMmY3ZjQ4XkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_UX45_CR0,0,45,67_AL_.jpg",Mr. Bean,Mr. Bean,8.5
154,"https://m.media-amazon.com/images/M/MV5BZTc5NmU1YWUtMzgxNC00YmVmLTk1MDYtNjlkNjQwZGVjMTIzXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UY67_CR0,0,45,67_AL_.jpg",Dopesick,Dopesick,8.5
155,"https://m.media-amazon.com/images/M/MV5BNThmMzJlNzgtYmY5ZC00MDllLThmZTMtNTRiMjQwNmY0NmRhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY67_CR4,0,45,67_AL_.jpg",Anne,Anne,8.5
156,"https://m.media-amazon.com/images/M/MV5BZDU5NGNkNDEtM2M3OS00OTNiLTk2MTAtZWM5NWI4NDVlOGRlXkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_UX45_CR0,0,45,67_AL_.jpg",Poirot,Poirot,8.5
157,"https://m.media-amazon.com/images/M/MV5BMjgyYWUxNGMtMGMwZi00OWIyLTkwN2ItOWYyYWUxYzcyNzUwXkEyXkFqcGdeQXVyNjg0NTcxMTg@._V1_UX45_CR0,0,45,67_AL_.jpg",QI,QI,8.5
158,"https://m.media-amazon.com/images/M/MV5BY2NhZWM1N2YtZmU4ZS00NmVmLWFkMmYtNTQxNjExNmJhYzA0XkEyXkFqcGdeQXVyNjg1NzcwODE@._V1_UY67_CR2,0,45,67_AL_.jpg",Yes Minister,Yes Minister,8.5
159,"https://m.media-amazon.com/images/M/MV5BMTU1NmYwMTAtNzNjOS00NDNkLWI0ZmMtMDYxYWEyYzIxYTNjXkEyXkFqcGdeQXVyNjA1MTI4NjA@._V1_UY67_CR4,0,45,67_AL_.jpg",Heartstopper,Heartstopper,8.5
160,"https://m.media-amazon.com/images/M/MV5BNzRjNGVhNDMtODI0ZS00NGNhLWE2MTctMGRkMzdhZmQ1YWY4XkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_UY67_CR0,0,45,67_AL_.jpg",Justified,Justified,8.5
161,"https://m.media-amazon.com/images/M/MV5BNmNiZTFlMTAtYWZjNS00NGFlLWFkMTItOWRhOTBjN2Y1NDYxXkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_UY67_CR4,0,45,67_AL_.jpg",Pose,Pose,8.5
162,"https://m.media-amazon.com/images/M/MV5BYTYxNzc5ZmYtODcyNi00ZWUwLWExNWUtY2Y0YTlhZDBlMGU1XkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_UY67_CR0,0,45,67_AL_.jpg",Boardwalk Empire,Boardwalk Empire,8.5
163,"https://m.media-amazon.com/images/M/MV5BZDI0OWIwMTgtZGIyOC00ODRhLWIwNjAtOWViZmMwOWYwOGViXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_UY67_CR0,0,45,67_AL_.jpg",The Newsroom,The Newsroom,8.5
164,"https://m.media-amazon.com/images/M/MV5BMTg4Mjc1NjE4Ml5BMl5BanBnXkFtZTgwMjk2NjA1NjM@._V1_UY67_CR0,0,45,67_AL_.jpg",Making a Murderer,Making a Murderer,8.5
165,"https://m.media-amazon.com/images/M/MV5BMzRiZWUyN2YtNDI4YS00NTg2LTg0OTgtMGI2ZjU4ODQ4Yjk3XkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_UY67_CR1,0,45,67_AL_.jpg",Sa-rang-eui bul-shi-chak,Sa-rang-eui bul-shi-chak,8.5
